skill_id,skill_name,aliases,description,taxonomy,original_id
SKILL_0017716,Billing and reimbursement software,Billing and reimbursement software,Billing and reimbursement software (Accounting software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017717,Compounder software,Compounder software,Compounder software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017718,Drug compatibility software,Drug compatibility software,Drug compatibility software (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017719,Microsoft Edge,Microsoft Edge,Microsoft Edge (Internet browser software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017720,Patient record maintenance software,Patient record maintenance software,Patient record maintenance software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017721,Pharmaceutical software,Pharmaceutical software,Pharmaceutical software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017722,Pharmacy management software,Pharmacy management software,Pharmacy management software (Enterprise resource planning ERP software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017723,Prescription processing software,Prescription processing software,Prescription processing software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017724,InfoLogix HealthTrax Engine,InfoLogix HealthTrax Engine,InfoLogix HealthTrax Engine (Inventory management software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017725,Nursing documentation software,Nursing documentation software,Nursing documentation software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017726,Patient scheduling software,Patient scheduling software,Patient scheduling software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017727,Supply documentation software,Supply documentation software,Supply documentation software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017728,Surgery workflow communication software,Surgery workflow communication software,Surgery workflow communication software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017729,Animal Intelligence Software Animal Intelligence,Animal Intelligence Software Animal Intelligence,Animal Intelligence Software Animal Intelligence (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017730,McAllister Software Systems AVImark,McAllister Software Systems AVImark,McAllister Software Systems AVImark (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017731,Veterinary practice management software PMS,Veterinary practice management software PMS,Veterinary practice management software PMS (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017732,AcuityPro,AcuityPro,AcuityPro (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017733,ezChartWriter,ezChartWriter,ezChartWriter (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017734,iChartPlus,iChartPlus,iChartPlus (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017735,Medflow Complete,Medflow Complete,Medflow Complete (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017736,MediPro Medisoft Clinical,MediPro Medisoft Clinical,MediPro Medisoft Clinical (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017737,NaviNet Open,NaviNet Open,NaviNet Open (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017738,Infusion management software,Infusion management software,Infusion management software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017739,MedicWare EMR,MedicWare EMR,MedicWare EMR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017740,Telephone triage software,Telephone triage software,Telephone triage software (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017741,3M Encoder,3M Encoder,3M Encoder (Categorization or classification software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017742,Allscripts EHR,Allscripts EHR,Allscripts EHR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017743,Amazing Charts,Amazing Charts,Amazing Charts (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017744,Azalea Health Azalea EHR,Azalea Health Azalea EHR,Azalea Health Azalea EHR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017745,Coding database software,Coding database software,Coding database software (Information retrieval or search software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017746,ComChart EMR,ComChart EMR,ComChart EMR (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017747,Computerized indexing systems,Computerized indexing systems,Computerized indexing systems (Categorization or classification software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017748,Cyber Records MediChart Express,Cyber Records MediChart Express,Cyber Records MediChart Express (Voice recognition software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017749,DRG grouping software,DRG grouping software,DRG grouping software (Categorization or classification software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017750,e-MDs topsChart,e-MDs topsChart,e-MDs topsChart (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017751,EHS CareRevolution,EHS CareRevolution,EHS CareRevolution (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017752,Electronic medical record EMR systems,Electronic medical record EMR systems,Electronic medical record EMR systems (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017753,eMDs Practice Partner,eMDs Practice Partner,eMDs Practice Partner (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017754,Encoder software,Encoder software,Encoder software (Transaction security and virus protection software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017755,EndoSoft,EndoSoft,EndoSoft (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017756,Entity Management Software,Entity Management Software,Entity Management Software (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017757,Fox Meadows Accent Data Manager,Fox Meadows Accent Data Manager,Fox Meadows Accent Data Manager (Document management software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017758,Fox Meadows ChartingPlus,Fox Meadows ChartingPlus,Fox Meadows ChartingPlus (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017759,Fox Meadows EncounterManager,Fox Meadows EncounterManager,Fox Meadows EncounterManager (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017760,GE Healthcare Logician,GE Healthcare Logician,GE Healthcare Logician (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017761,Greenway Medical Technologies PrimeChart,Greenway Medical Technologies PrimeChart,Greenway Medical Technologies PrimeChart (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017762,Health Care Data HealthProbe,Health Care Data HealthProbe,Health Care Data HealthProbe (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017763,Holt Systems eMedRec,Holt Systems eMedRec,Holt Systems eMedRec (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017764,IDX Systems IDXtend,IDX Systems IDXtend,IDX Systems IDXtend (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017765,IDX Systems Patient Chart Tracking,IDX Systems Patient Chart Tracking,IDX Systems Patient Chart Tracking (Document management software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017766,Information Resource Products Clinical Coding Expert,Information Resource Products Clinical Coding Expert,Information Resource Products Clinical Coding Expert (Expert system software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017767,Laserfiche software,Laserfiche software,Laserfiche software (Document management software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017768,LeonardoMD Renaissance,LeonardoMD Renaissance,LeonardoMD Renaissance (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017769,MD Synergy Medical Appointment Scheduling,MD Synergy Medical Appointment Scheduling,MD Synergy Medical Appointment Scheduling (Calendar and scheduling software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017770,Mediasoft mediOFFICE,Mediasoft mediOFFICE,Mediasoft mediOFFICE (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017771,MedStar Systems DrWorks,MedStar Systems DrWorks,MedStar Systems DrWorks (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017772,NCG Medical Systems d-Chart,NCG Medical Systems d-Chart,NCG Medical Systems d-Chart (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017773,NDCMedisoft,NDCMedisoft,NDCMedisoft (Accounting software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017774,PowerMed,PowerMed,PowerMed (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017775,Practice Partner Patient Records,Practice Partner Patient Records,Practice Partner Patient Records (Medical software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017776,Purkinje Dossier,Purkinje Dossier,Purkinje Dossier (Data base user interface and query software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017777,QMSoftware Receivables Management,QMSoftware Receivables Management,QMSoftware Receivables Management (Accounting software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017778,ScanSoft Naturally Speaking,ScanSoft Naturally Speaking,ScanSoft Naturally Speaking (Voice recognition software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017779,Scantron imaging software,Scantron imaging software,Scantron imaging software (Optical character reader OCR or scanning software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017780,Siemens Soarian Financials,Siemens Soarian Financials,Siemens Soarian Financials (Accounting software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017781,Siemens Soarian Scheduling,Siemens Soarian Scheduling,Siemens Soarian Scheduling (Calendar and scheduling software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
SKILL_0017782,SoftMed ChartLocater,SoftMed ChartLocater,SoftMed ChartLocater (Document management software),onet,https://www.onetcenter.org/dictionary/30.2/excel/technology_skills.html
